Date,Adj Close,Close,High,Low,Open,Volume,Median_Price,Mean_Price,Intraday_Range,Intraday_Range_Pct,day_of_week,month,quarter,day_of_month,week_of_year
2020-11-04,1894.5999755859375,1894.5999755859375,1907.0,1885.300048828125,1893.800048828125,782,1894.2000122070312,1895.1750183105469,21.699951171875,1.1458417262848226,2,11,4,4,45
2020-11-05,1945.300048828125,1945.300048828125,1948.0,1901.699951171875,1901.699951171875,135,1923.5,1924.1749877929688,46.300048828125,2.4346663520495837,3,11,4,5,45
2020-11-06,1950.300048828125,1950.300048828125,1958.800048828125,1940.800048828125,1940.800048828125,304,1945.550048828125,1947.675048828125,18.0,0.9274525735337128,4,11,4,6,45
2020-11-09,1853.199951171875,1853.199951171875,1963.199951171875,1847.0999755859375,1955.5999755859375,745,1904.3999633789062,1904.7749633789062,116.0999755859375,5.936795716677772,0,11,4,9,46
2020-11-10,1875.4000244140625,1875.4000244140625,1885.300048828125,1871.199951171875,1879.300048828125,276,1877.3500366210938,1877.8000183105469,14.10009765625,0.750284536258188,1,11,4,10,46
2020-11-11,1860.699951171875,1860.699951171875,1878.800048828125,1855.5,1878.800048828125,222,1869.75,1868.4500122070312,23.300048828125,1.2401558560027757,2,11,4,11,46
2020-11-12,1872.5999755859375,1872.5999755859375,1878.5,1866.5999755859375,1869.0,220,1870.7999877929688,1871.6749877929688,11.9000244140625,0.6367054261135634,3,11,4,12,46
2020-11-13,1885.699951171875,1885.699951171875,1890.0999755859375,1876.800048828125,1877.0,240,1881.3499755859375,1882.3999938964844,13.2999267578125,0.7085736152270911,4,11,4,13,46
2020-11-16,1887.300048828125,1887.300048828125,1887.300048828125,1871.0,1874.5999755859375,6,1880.9500122070312,1880.0500183105469,16.300048828125,0.8695214467305297,0,11,4,16,47
2020-11-17,1884.5,1884.5,1888.4000244140625,1884.5,1888.4000244140625,59,1886.4500122070312,1886.4500122070312,3.9000244140625,0.20652533169038742,1,11,4,17,47
2020-11-18,1873.5,1873.5,1873.5,1873.5,1873.5,152,1873.5,1873.5,0.0,0.0,2,11,4,18,47
2020-11-19,1861.0999755859375,1861.0999755859375,1865.800048828125,1856.0,1865.800048828125,59,1863.4500122070312,1862.1750183105469,9.800048828125,0.525246466483921,3,11,4,19,47
2020-11-20,1872.5999755859375,1872.5999755859375,1872.5999755859375,1871.199951171875,1871.199951171875,1900,1871.8999633789062,1871.8999633789062,1.4000244140625,0.07481960509809268,4,11,4,20,47
2020-11-23,1837.800048828125,1837.800048828125,1837.800048828125,1829.199951171875,1834.800048828125,843,1836.300048828125,1834.9000244140625,8.60009765625,0.4687212463147048,0,11,4,23,48
2020-11-24,1804.800048828125,1804.800048828125,1829.300048828125,1799.300048828125,1829.300048828125,1041,1817.050048828125,1815.675048828125,30.0,1.6399715300515305,1,11,4,24,48
2020-11-25,1805.699951171875,1805.699951171875,1805.699951171875,1801.4000244140625,1801.4000244140625,205754,1803.5499877929688,1803.5499877929688,4.2999267578125,0.23869916173733413,2,11,4,25,48
2020-11-27,1781.9000244140625,1781.9000244140625,1817.0,1770.699951171875,1806.0999755859375,71804,1794.0,1793.9249877929688,46.300048828125,2.563537426166249,4,11,4,27,48
2020-11-30,1775.699951171875,1775.699951171875,1787.199951171875,1762.300048828125,1785.0,3145,1780.3499755859375,1777.5499877929688,24.89990234375,1.394952512254902,0,11,4,30,49
2020-12-01,1814.0999755859375,1814.0999755859375,1815.9000244140625,1774.9000244140625,1775.0,1859,1794.5499877929688,1794.9750061035156,41.0,2.3098591549295775,1,12,4,1,49
2020-12-02,1825.699951171875,1825.699951171875,1830.0,1807.800048828125,1811.300048828125,771,1818.5,1818.7000122070312,22.199951171875,1.2256363149903255,2,12,4,2,49
2020-12-03,1836.800048828125,1836.800048828125,1842.0,1825.300048828125,1829.199951171875,1765,1833.0,1833.3250122070312,16.699951171875,0.9129647724501739,3,12,4,3,49
2020-12-04,1835.9000244140625,1835.9000244140625,1847.5999755859375,1828.199951171875,1840.699951171875,1213,1838.2999877929688,1838.0999755859375,19.4000244140625,1.0539482223439807,4,12,4,4,49
2020-12-07,1861.800048828125,1861.800048828125,1866.9000244140625,1820.800048828125,1836.5,1427,1849.1500244140625,1846.5000305175781,46.0999755859375,2.510208308518241,0,12,4,7,50
2020-12-08,1870.800048828125,1870.800048828125,1875.800048828125,1861.800048828125,1863.0,121,1866.9000244140625,1867.8500366210938,14.0,0.7514761137949544,1,12,4,8,50
2020-12-09,1834.5999755859375,1834.5999755859375,1867.0999755859375,1827.0,1867.0999755859375,215,1850.8499755859375,1848.9499816894531,40.0999755859375,2.147714429344001,2,12,4,9,50
2020-12-10,1833.5999755859375,1833.5999755859375,1849.0999755859375,1828.0,1833.199951171875,177,1833.3999633789062,1835.9749755859375,21.0999755859375,1.150991498360521,3,12,4,10,50
2020-12-11,1839.800048828125,1839.800048828125,1846.0,1829.0999755859375,1838.5,109,1839.1500244140625,1838.3500061035156,16.9000244140625,0.9192289591548817,4,12,4,11,50
2020-12-14,1828.699951171875,1828.699951171875,1835.699951171875,1822.699951171875,1835.5,258,1832.0999755859375,1830.6499633789062,13.0,0.7082538817760828,0,12,4,14,51
2020-12-15,1852.300048828125,1852.300048828125,1853.5999755859375,1833.199951171875,1833.5,961,1842.9000244140625,1843.1499938964844,20.4000244140625,1.1126274564528225,1,12,4,15,51
2020-12-16,1856.0999755859375,1856.0999755859375,1864.699951171875,1850.5,1856.5,1090,1856.2999877929688,1856.9499816894531,14.199951171875,0.7648775207042822,2,12,4,16,51
2020-12-17,1887.199951171875,1887.199951171875,1896.199951171875,1874.199951171875,1874.199951171875,414,1880.699951171875,1882.949951171875,22.0,1.173834199827192,3,12,4,17,51
2020-12-18,1885.699951171875,1885.699951171875,1889.5,1882.300048828125,1882.4000244140625,276,1884.0499877929688,1884.9750061035156,7.199951171875,0.3824878388490321,4,12,4,18,51
2020-12-21,1879.199951171875,1879.199951171875,1908.0,1869.0999755859375,1884.800048828125,136,1882.0,1885.2749938964844,38.9000244140625,2.0638806985520084,0,12,4,21,52
2020-12-22,1866.5999755859375,1866.5999755859375,1882.199951171875,1861.0,1882.199951171875,233,1874.3999633789062,1872.9999694824219,21.199951171875,1.1263389502627346,1,12,4,22,52
2020-12-23,1874.699951171875,1874.699951171875,1878.800048828125,1864.5,1867.0,82,1870.8499755859375,1871.25,14.300048828125,0.7659372698513659,2,12,4,23,52
2020-12-24,1879.9000244140625,1879.9000244140625,1879.9000244140625,1875.699951171875,1877.300048828125,46,1878.6000366210938,1878.2000122070312,4.2000732421875,0.22372945895406168,3,12,4,24,52
2020-12-28,1877.199951171875,1877.199951171875,1895.800048828125,1873.699951171875,1895.5,75,1886.3499755859375,1885.5499877929688,22.10009765625,1.165924434515959,0,12,4,28,53
2020-12-29,1879.699951171875,1879.699951171875,1881.300048828125,1879.699951171875,1881.300048828125,343,1880.5,1880.5,1.60009765625,0.0850527621708569,1,12,4,29,53
2020-12-30,1891.0,1891.0,1895.800048828125,1877.300048828125,1879.9000244140625,444,1885.4500122070312,1886.0000305175781,18.5,0.9840948858844863,2,12,4,30,53
2020-12-31,1893.0999755859375,1893.0999755859375,1901.300048828125,1892.699951171875,1897.0,127,1895.0499877929688,1896.0249938964844,8.60009765625,0.45335253854770685,3,12,4,31,53
2021-01-04,1944.699951171875,1944.699951171875,1945.0999755859375,1912.199951171875,1912.199951171875,154,1928.449951171875,1928.5499572753906,32.9000244140625,1.7205326458616426,0,1,1,4,1
2021-01-05,1952.699951171875,1952.699951171875,1952.699951171875,1941.300048828125,1941.699951171875,113,1947.199951171875,1947.0999755859375,11.39990234375,0.587109369646418,1,1,1,5,1
2021-01-06,1906.9000244140625,1906.9000244140625,1959.9000244140625,1901.5,1952.0,331,1929.4500122070312,1930.0750122070312,58.4000244140625,2.9918045294089395,2,1,1,6,1
2021-01-07,1912.300048828125,1912.300048828125,1926.699951171875,1912.0,1922.5999755859375,122,1917.4500122070312,1918.3999938964844,14.699951171875,0.764587088242056,3,1,1,7,1
2021-01-08,1834.0999755859375,1834.0999755859375,1908.0,1834.0999755859375,1908.0,60,1871.0499877929688,1871.0499877929688,73.9000244140625,3.873166898011662,4,1,1,8,1
2021-01-11,1849.5999755859375,1849.5999755859375,1849.5999755859375,1826.5,1826.5,20,1838.0499877929688,1838.0499877929688,23.0999755859375,1.2647125970948536,0,1,1,11,2
2021-01-12,1842.9000244140625,1842.9000244140625,1859.699951171875,1839.4000244140625,1849.0,176,1845.9500122070312,1847.75,20.2999267578125,1.0978867905793672,1,1,1,12,2
2021-01-13,1853.5999755859375,1853.5999755859375,1858.5999755859375,1853.5999755859375,1858.0,189,1855.7999877929688,1855.9499816894531,5.0,0.2691065662002153,2,1,1,13,2
2021-01-14,1850.300048828125,1850.300048828125,1850.699951171875,1836.699951171875,1836.699951171875,149,1843.5,1843.5999755859375,14.0,0.76223664028888,3,1,1,14,2
2021-01-15,1829.300048828125,1829.300048828125,1829.4000244140625,1825.0,1829.4000244140625,31,1829.3500366210938,1828.2750244140625,4.4000244140625,0.2405173475096996,4,1,1,15,2
2021-01-19,1839.5,1839.5,1842.9000244140625,1802.0,1802.0,13,1820.75,1821.6000061035156,40.9000244140625,2.2697016877948113,1,1,1,19,3
2021-01-20,1865.9000244140625,1865.9000244140625,1866.5999755859375,1844.4000244140625,1847.800048828125,16,1856.8500366210938,1856.1750183105469,22.199951171875,1.201426051804372,2,1,1,20,3
2021-01-21,1865.300048828125,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,6,1865.300048828125,1865.9750366210938,2.699951171875,0.1447462124697442,3,1,1,21,3
2021-01-22,1855.699951171875,1855.699951171875,1855.699951171875,1852.699951171875,1854.9000244140625,8,1855.2999877929688,1854.7499694824219,3.0,0.16173378405920605,4,1,1,22,3
2021-01-25,1854.9000244140625,1854.9000244140625,1864.699951171875,1851.800048828125,1864.699951171875,26,1859.7999877929688,1859.0249938964844,12.89990234375,0.6917950706033443,0,1,1,25,4
2021-01-26,1850.699951171875,1850.699951171875,1855.800048828125,1850.699951171875,1855.800048828125,59,1853.25,1853.25,5.10009765625,0.274819351334242,1,1,1,26,4
2021-01-27,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,1844.9000244140625,195540,1844.9000244140625,1844.9000244140625,0.0,0.0,2,1,1,27,4
2021-01-28,1837.9000244140625,1837.9000244140625,1862.9000244140625,1831.5,1843.4000244140625,27283,1840.6500244140625,1843.9250183105469,31.4000244140625,1.703375501692489,3,1,1,28,4
2021-01-29,1847.300048828125,1847.300048828125,1876.0,1838.699951171875,1842.0,1634,1844.6500244140625,1851.0,37.300048828125,2.0249755064128667,4,1,1,29,4
2021-02-01,1860.800048828125,1860.800048828125,1871.9000244140625,1850.0,1866.5999755859375,1494,1863.7000122070312,1862.3250122070312,21.9000244140625,1.173257511009446,0,2,1,1,5
2021-02-02,1830.5,1830.5,1861.300048828125,1827.5999755859375,1859.5999755859375,1293,1845.0499877929688,1844.75,33.7000732421875,1.8122216436128429,1,2,1,2,5
2021-02-03,1832.199951171875,1832.199951171875,1842.4000244140625,1829.800048828125,1834.800048828125,1195,1833.5,1834.8000183105469,12.5999755859375,0.6867219997069993,2,2,1,3,5
2021-02-04,1788.9000244140625,1788.9000244140625,1832.199951171875,1782.800048828125,1832.199951171875,2375,1810.5499877929688,1809.0249938964844,49.39990234375,2.696206945762324,3,2,1,4,5
2021-02-05,1810.9000244140625,1810.9000244140625,1813.5,1790.9000244140625,1794.300048828125,1278,1802.6000366210938,1802.4000244140625,22.5999755859375,1.2595427169885975,4,2,1,5,5
2021-02-08,1831.9000244140625,1831.9000244140625,1836.699951171875,1809.0,1816.300048828125,254,1824.1000366210938,1823.4750061035156,27.699951171875,1.5250757268738158,0,2,1,8,6
2021-02-09,1835.300048828125,1835.300048828125,1843.300048828125,1830.699951171875,1841.9000244140625,184,1838.6000366210938,1837.8000183105469,12.60009765625,0.6840815184992622,1,2,1,9,6
2021-02-10,1840.5999755859375,1840.5999755859375,1851.0999755859375,1837.0,1842.5999755859375,543,1841.5999755859375,1842.8249816894531,14.0999755859375,0.765221739539738,2,2,1,10,6
2021-02-11,1824.9000244140625,1824.9000244140625,1845.0,1820.9000244140625,1840.5,602,1832.7000122070312,1832.8250122070312,24.0999755859375,1.309425459708639,3,2,1,11,6
2021-02-12,1821.5999755859375,1821.5999755859375,1827.5,1809.199951171875,1825.0,259,1823.2999877929688,1820.8249816894531,18.300048828125,1.002742401541096,4,2,1,12,6
2021-02-16,1797.199951171875,1797.199951171875,1823.4000244140625,1787.300048828125,1820.9000244140625,1141,1809.0499877929688,1807.2000122070312,36.0999755859375,1.982534741167567,1,2,1,16,7
2021-02-17,1771.0999755859375,1771.0999755859375,1789.699951171875,1768.800048828125,1785.800048828125,614,1778.4500122070312,1778.8500061035156,20.89990234375,1.1703383230090572,2,2,1,17,7
2021-02-18,1773.4000244140625,1773.4000244140625,1784.5999755859375,1766.0,1776.0999755859375,587,1774.75,1775.0249938964844,18.5999755859375,1.0472369709819598,3,2,1,18,7
2021-02-19,1775.800048828125,1775.800048828125,1787.5999755859375,1764.300048828125,1764.300048828125,118,1770.050048828125,1773.0000305175781,23.2999267578125,1.3206328919669115,4,2,1,19,7
2021-02-22,1806.699951171875,1806.699951171875,1807.800048828125,1784.0,1784.0,165,1795.3499755859375,1795.625,23.800048828125,1.3340834544913118,0,2,1,22,8
2021-02-23,1804.4000244140625,1804.4000244140625,1811.300048828125,1796.4000244140625,1809.5999755859375,569,1807.0,1805.4250183105469,14.9000244140625,0.823387743981261,1,2,1,23,8
2021-02-24,1796.4000244140625,1796.4000244140625,1805.800048828125,1796.4000244140625,1805.800048828125,1500,1801.1000366210938,1801.1000366210938,9.4000244140625,0.5205462487478971,2,2,1,24,8
2021-02-25,1774.4000244140625,1774.4000244140625,1802.0,1766.699951171875,1801.5,1049,1787.9500122070312,1786.1499938964844,35.300048828125,1.9594809230155428,3,2,1,25,8
2021-02-26,1728.0999755859375,1728.0999755859375,1768.199951171875,1718.800048828125,1768.0999755859375,1593,1748.0999755859375,1745.7999877929688,49.39990234375,2.793954133016668,4,2,1,26,8
2021-03-01,1722.5,1722.5,1747.0,1720.300048828125,1737.0999755859375,407,1729.7999877929688,1731.7250061035156,26.699951171875,1.537041710156544,0,3,1,1,9
2021-03-02,1733.0999755859375,1733.0999755859375,1733.0999755859375,1708.699951171875,1709.4000244140625,867,1721.25,1721.0749816894531,24.4000244140625,1.4274028352390007,1,3,1,2,9
2021-03-03,1715.300048828125,1715.300048828125,1732.4000244140625,1703.5,1730.0,501,1722.6500244140625,1720.3000183105469,28.9000244140625,1.6705216424313583,2,3,1,3,9
2021-03-04,1700.199951171875,1700.199951171875,1717.4000244140625,1700.199951171875,1706.5,521,1703.3499755859375,1706.0749816894531,17.2000732421875,1.0079152207552007,3,3,1,4,9
2021-03-05,1698.0,1698.0,1701.0,1685.0,1690.5999755859375,302,1694.2999877929688,1693.6499938964844,16.0,0.9464095724037043,4,3,1,5,9
2021-03-08,1677.699951171875,1677.699951171875,1705.4000244140625,1673.699951171875,1704.699951171875,1290,1691.199951171875,1690.3749694824219,31.7000732421875,1.8595690825470883,0,3,1,8,10
2021-03-09,1716.5999755859375,1716.5999755859375,1717.5,1685.199951171875,1686.199951171875,335,1701.3999633789062,1701.3749694824219,32.300048828125,1.9155527080686439,1,3,1,9,10
2021-03-10,1721.5,1721.5,1722.9000244140625,1711.0,1713.5999755859375,412,1717.5499877929688,1717.25,11.9000244140625,0.6944458790619136,2,3,1,10,10
2021-03-11,1722.300048828125,1722.300048828125,1737.5,1720.199951171875,1725.5999755859375,18,1723.9500122070312,1726.3999938964844,17.300048828125,1.002552681553595,3,3,1,11,10
2021-03-12,1719.5,1719.5,1722.5,1699.0,1715.9000244140625,80,1717.7000122070312,1714.2250061035156,23.5,1.3695436602155577,4,3,1,12,10
2021-03-15,1728.9000244140625,1728.9000244140625,1731.9000244140625,1722.800048828125,1729.5,147,1729.2000122070312,1728.2750244140625,9.0999755859375,0.5261622194817867,0,3,1,15,11
2021-03-16,1730.5999755859375,1730.5999755859375,1733.9000244140625,1726.0,1732.300048828125,729,1731.4500122070312,1730.7000122070312,7.9000244140625,0.4560424979152282,1,3,1,16,11
2021-03-17,1726.800048828125,1726.800048828125,1750.0999755859375,1725.5999755859375,1735.300048828125,488,1731.050048828125,1734.4500122070312,24.5,1.4118595810877335,2,3,1,17,11
2021-03-18,1732.199951171875,1732.199951171875,1750.300048828125,1721.800048828125,1745.800048828125,138,1739.0,1737.5250244140625,28.5,1.6324893574800123,3,3,1,18,11
2021-03-19,1741.4000244140625,1741.4000244140625,1742.199951171875,1733.5999755859375,1742.199951171875,13,1741.7999877929688,1739.8499755859375,8.5999755859375,0.49362735776411915,4,3,1,19,11
2021-03-22,1737.800048828125,1737.800048828125,1737.800048828125,1737.800048828125,1737.800048828125,51,1737.800048828125,1737.800048828125,0.0,0.0,0,3,1,22,12
2021-03-23,1724.699951171875,1724.699951171875,1724.699951171875,1724.699951171875,1724.699951171875,6,1724.699951171875,1724.699951171875,0.0,0.0,1,3,1,23,12
2021-03-24,1732.9000244140625,1732.9000244140625,1732.9000244140625,1727.5,1727.5,26,1730.2000122070312,1730.2000122070312,5.4000244140625,0.31259186188494936,2,3,1,24,12
2021-03-25,1724.9000244140625,1724.9000244140625,1733.199951171875,1724.5,1732.699951171875,15,1728.7999877929688,1728.8249816894531,8.699951171875,0.5021037350402746,3,3,1,25,12
2021-03-26,1732.199951171875,1732.199951171875,1732.199951171875,1721.300048828125,1721.300048828125,33,1726.75,1726.75,10.89990234375,0.6332366254895968,4,3,1,26,12
2021-03-29,1712.0999755859375,1712.0999755859375,1712.0999755859375,1712.0999755859375,1712.0999755859375,135457,1712.0999755859375,1712.0999755859375,0.0,0.0,0,3,1,29,13
2021-03-30,1683.9000244140625,1683.9000244140625,1712.5999755859375,1676.5,1711.0,25316,1697.4500122070312,1696.0,36.0999755859375,2.109875837868936,1,3,1,30,13
