Date,Adj Close,Close,High,Low,Open,Volume,Median_Price,Mean_Price,Intraday_Range,Intraday_Range_Pct,day_of_week,month,quarter,day_of_month,week_of_year,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Close_lag_7,Close_MA_7,Close_MA_14,Close_MA_30,Close_volatility_7,Close_volatility_14,Close_momentum_5,Close_roc_5,Close_momentum_10,Close_roc_10,close_position,avg_range_7,avg_range_30
2020-12-16,1856.0999755859375,1856.0999755859375,1864.699951171875,1850.5,1856.5,1090,1856.2999877929688,1856.9499816894531,14.199951171875,0.7648775207042822,2,12,4,16,51,1852.300048828125,1828.699951171875,1839.800048828125,1834.5999755859375,1861.800048828125,1845.1285749162946,1831.9857177734375,1853.7633341471353,15.126572195503673,27.097389497116247,21.5,1.1719175998099147,30.4000244140625,1.6651161322839176,0.394365833949418,19.957135881696427,23.176668294270833
2020-12-17,1887.199951171875,1887.199951171875,1896.199951171875,1874.199951171875,1874.199951171875,414,1880.699951171875,1882.949951171875,22.0,1.173834199827192,3,12,4,17,51,1856.0999755859375,1852.300048828125,1828.699951171875,1833.5999755859375,1870.800048828125,1847.4714181082588,1839.5071411132812,1853.5166666666667,20.188416010147158,26.73735544708259,53.5999755859375,2.9232098767240284,50.39990234375,2.743897049431431,0.5909090909090909,21.099993024553573,23.186669921875
2020-12-18,1885.699951171875,1885.699951171875,1889.5,1882.300048828125,1882.4000244140625,276,1884.0499877929688,1884.9750061035156,7.199951171875,0.3824878388490321,4,12,4,18,51,1887.199951171875,1856.0999755859375,1852.300048828125,1839.800048828125,1834.5999755859375,1854.7714146205358,1847.3642839704241,1851.5299967447916,23.69300146326047,22.346317525837524,45.89990234375,2.4948310210659197,49.7999267578125,2.7125620183869446,0.47221186124580383,16.399989536830358,21.883333333333333
2020-12-21,1879.199951171875,1879.199951171875,1908.0,1869.0999755859375,1884.800048828125,136,1882.0,1885.2749938964844,38.9000244140625,2.0638806985520084,0,12,4,21,52,1885.699951171875,1887.199951171875,1856.0999755859375,1828.699951171875,1833.5999755859375,1861.2856968470983,1852.0142822265625,1849.1599934895833,23.16470867066836,21.6545136731463,50.5,2.7615246540384266,17.39990234375,0.9345741694819505,0.25963931226445,18.942853655133927,22.580000813802084
2020-12-22,1866.5999755859375,1866.5999755859375,1882.199951171875,1861.0,1882.199951171875,233,1874.3999633789062,1872.9999694824219,21.199951171875,1.1263389502627346,1,12,4,22,52,1879.199951171875,1885.699951171875,1887.199951171875,1852.300048828125,1839.800048828125,1865.1142578125,1854.9357125418526,1849.6066609700522,21.148781292862203,20.562747070603415,14.2999267578125,0.7720091983401653,-4.2000732421875,-0.22450679562567036,0.2641504001842575,19.55712890625,19.416666666666668
2020-12-23,1874.699951171875,1874.699951171875,1878.800048828125,1864.5,1867.0,82,1870.8499755859375,1871.25,14.300048828125,0.7659372698513659,2,12,4,23,52,1866.5999755859375,1879.199951171875,1885.699951171875,1856.0999755859375,1828.699951171875,1871.6856863839287,1857.6428484235491,1849.5833251953125,13.82765210135533,20.486145443848002,18.5999755859375,1.0020998777323846,40.0999755859375,2.1857612623771185,0.7132808631963533,19.742850167410715,19.423331705729165
2020-12-24,1879.9000244140625,1879.9000244140625,1879.9000244140625,1875.699951171875,1877.300048828125,46,1878.6000366210938,1878.2000122070312,4.2000732421875,0.22372945895406168,3,12,4,24,52,1874.699951171875,1866.5999755859375,1879.199951171875,1887.199951171875,1852.300048828125,1875.6285400390625,1860.7857055664062,1850.2233276367188,11.030816810375756,20.267848335164338,-7.2999267578125,-0.38681257665779084,46.300048828125,2.5250899566209664,1.0,17.428571428571427,18.786665852864584
2020-12-28,1877.199951171875,1877.199951171875,1895.800048828125,1873.699951171875,1895.5,75,1886.3499755859375,1885.5499877929688,22.10009765625,1.165924434515959,0,12,4,28,53,1879.9000244140625,1874.699951171875,1866.5999755859375,1885.699951171875,1856.0999755859375,1878.642822265625,1861.88569859096,1850.37666015625,6.923110319590162,20.739543373007255,-8.5,-0.450761002285525,37.39990234375,2.0328242934645075,0.1583703409116016,18.557163783482142,19.126668294270832
2020-12-29,1879.699951171875,1879.699951171875,1881.300048828125,1879.699951171875,1881.300048828125,343,1880.5,1880.5,1.60009765625,0.0850527621708569,1,12,4,29,53,1877.199951171875,1879.9000244140625,1874.699951171875,1879.199951171875,1887.199951171875,1877.5713936941963,1862.5214059012276,1850.17666015625,5.879825551604784,21.165822946541116,0.5,0.02660706752829567,51.0,2.7888664822962332,0.0,15.642892020089286,18.736673990885418
2020-12-30,1891.0,1891.0,1895.800048828125,1877.300048828125,1879.9000244140625,444,1885.4500122070312,1886.0000305175781,18.5,0.9840948858844863,2,12,4,30,53,1879.699951171875,1877.199951171875,1879.9000244140625,1866.5999755859375,1885.699951171875,1878.3285435267858,1866.5499790736608,1850.2999918619792,7.276390825462409,20.807005511769027,24.4000244140625,1.3071908675238881,38.699951171875,2.0892916996012008,0.7405379011824325,17.257184709821427,18.810005696614585
2020-12-31,1893.0999755859375,1893.0999755859375,1901.300048828125,1892.699951171875,1897.0,127,1895.0499877929688,1896.0249938964844,8.60009765625,0.45335253854770685,3,12,4,31,53,1891.0,1879.699951171875,1877.199951171875,1874.699951171875,1879.199951171875,1880.3142613002233,1870.7999790736608,1850.5866577148438,9.197005934299533,19.60069426503755,18.4000244140625,0.9814916996482901,37.0,1.9934271045028036,0.046513938568103104,12.928623744419642,18.9666748046875
2021-01-04,1944.699951171875,1944.699951171875,1945.0999755859375,1912.199951171875,1912.199951171875,154,1928.449951171875,1928.5499572753906,32.9000244140625,1.7205326458616426,0,1,1,4,1,1893.0999755859375,1891.0,1879.699951171875,1879.9000244140625,1866.5999755859375,1891.471400669643,1878.2928292410713,1852.9599894205728,24.47302128252034,25.882344373931602,64.7999267578125,3.446987920435274,57.5,3.0468419609853648,0.9878412122426414,14.600062779017858,20.06334228515625
2021-01-05,1952.699951171875,1952.699951171875,1952.699951171875,1941.300048828125,1941.699951171875,113,1947.199951171875,1947.0999755859375,11.39990234375,0.587109369646418,1,1,1,5,1,1944.699951171875,1893.0999755859375,1891.0,1877.199951171875,1874.699951171875,1902.6142578125,1887.1499720982142,1856.013321940104,32.12497378824753,28.67232017969976,75.5,4.02194768611984,67.0,3.553057312132962,1.0,14.185756138392858,20.116670735677083
2021-01-06,1906.9000244140625,1906.9000244140625,1959.9000244140625,1901.5,1952.0,331,1929.4500122070312,1930.0750122070312,58.4000244140625,2.9918045294089395,2,1,1,6,1,1952.699951171875,1944.699951171875,1893.0999755859375,1879.699951171875,1879.9000244140625,1906.471400669643,1891.0499703543526,1857.1566569010417,30.52423131632494,27.24522948124076,27.2000732421875,1.447043355256245,27.7000732421875,1.4740354385872374,0.09246613281829716,21.928606305803573,22.016670735677085
2021-01-07,1912.300048828125,1912.300048828125,1926.699951171875,1912.0,1922.5999755859375,122,1917.4500122070312,1918.3999938964844,14.699951171875,0.764587088242056,3,1,1,7,1,1906.9000244140625,1952.699951171875,1944.699951171875,1891.0,1877.199951171875,1911.4857003348213,1895.0642613002233,1859.639990234375,27.663228181241553,25.801599740157723,21.300048828125,1.1263907365481227,45.7000732421875,2.448305680912803,0.020411552706316123,20.871442522321427,22.219999186197917
2021-01-08,1834.0999755859375,1834.0999755859375,1908.0,1834.0999755859375,1908.0,60,1871.0499877929688,1871.0499877929688,73.9000244140625,3.873166898011662,4,1,1,8,1,1912.300048828125,1906.9000244140625,1952.699951171875,1893.0999755859375,1879.699951171875,1904.9714181082588,1891.2714059012276,1860.6166544596354,39.31219190661199,30.51832913152047,-59.0,-3.1165813090108343,-40.5999755859375,-2.165678596223276,0.0,31.200003487723215,23.683333333333334
2021-01-11,1849.5999755859375,1849.5999755859375,1849.5999755859375,1826.5,1826.5,20,1838.0499877929688,1838.0499877929688,23.0999755859375,1.2647125970948536,0,1,1,11,2,1834.0999755859375,1912.300048828125,1906.9000244140625,1944.699951171875,1891.0,1899.05712890625,1888.692836216518,1862.079988606771,44.532076455639825,32.486885002073976,-95.0999755859375,-4.8902132963303835,-30.300048828125,-1.6117904375031373,1.0,31.857142857142858,24.310001627604166
2021-01-12,1842.9000244140625,1842.9000244140625,1859.699951171875,1839.4000244140625,1849.0,176,1845.9500122070312,1847.75,20.2999267578125,1.0978867905793672,1,1,1,12,2,1849.5999755859375,1834.0999755859375,1912.300048828125,1952.699951171875,1893.0999755859375,1891.885707310268,1886.0999843052455,1864.1133219401042,49.42462728913463,34.6775436919862,-109.7999267578125,-5.622979951011839,-34.2999267578125,-1.827185576922702,0.17241441517285339,33.52854701450893,23.443330891927083
2021-01-13,1853.5999755859375,1853.5999755859375,1858.5999755859375,1853.5999755859375,1858.0,189,1855.7999877929688,1855.9499816894531,5.0,0.2691065662002153,2,1,1,13,2,1842.9000244140625,1849.5999755859375,1834.0999755859375,1906.9000244140625,1944.699951171875,1878.8714250837054,1885.1714128766741,1866.7099894205728,44.995582749689596,35.406263323311265,-53.300048828125,-2.795115011050599,-26.0999755859375,-1.3885181818335317,0.0,29.542829241071427,22.780000813802083
2021-01-14,1850.300048828125,1850.300048828125,1850.699951171875,1836.699951171875,1836.699951171875,149,1843.5,1843.5999755859375,14.0,0.76223664028888,3,1,1,14,2,1853.5999755859375,1842.9000244140625,1849.5999755859375,1912.300048828125,1952.699951171875,1864.2428676060267,1883.4285627092634,1867.916658528646,31.66313371927248,36.543630844872666,-62.0,-3.242169032939897,-40.699951171875,-2.1522977880420413,0.971435546875,29.914271763392858,21.880000813802084
2021-01-15,1829.300048828125,1829.300048828125,1829.4000244140625,1825.0,1829.4000244140625,31,1829.3500366210938,1828.2750244140625,4.4000244140625,0.2405173475096996,4,1,1,15,2,1850.300048828125,1853.5999755859375,1842.9000244140625,1834.0999755859375,1906.9000244140625,1853.1571568080358,1879.8142787388392,1868.0366617838542,27.557336867793435,39.31650971583356,-4.7999267578125,-0.261704750106606,-63.7999267578125,-3.3701298177908248,0.9772784019975032,22.199986049107142,21.286669921875
2021-01-19,1839.5,1839.5,1842.9000244140625,1802.0,1802.0,13,1820.75,1821.6000061035156,40.9000244140625,2.2697016877948113,1,1,1,19,3,1829.300048828125,1850.300048828125,1853.5999755859375,1849.5999755859375,1912.300048828125,1842.7571498325892,1877.1214250837054,1868.12666015625,9.01809413923219,40.77341618991844,-10.0999755859375,-0.5460627010842123,-105.199951171875,-5.409572366599874,0.9168698683491866,25.942853655133927,22.093339029947916
2021-01-20,1865.9000244140625,1865.9000244140625,1866.5999755859375,1844.4000244140625,1847.800048828125,16,1856.8500366210938,1856.1750183105469,22.199951171875,1.201426051804372,2,1,1,20,3,1839.5,1829.300048828125,1850.300048828125,1842.9000244140625,1834.0999755859375,1847.300013950893,1876.1357160295759,1869.12666015625,11.57683612938364,40.87297151381783,23.0,1.2480329749473356,-86.7999267578125,-4.445123620027808,0.9684705985857408,18.55712890625,22.186669921875
2021-01-21,1865.300048828125,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,6,1865.300048828125,1865.9750366210938,2.699951171875,0.1447462124697442,3,1,1,21,3,1865.9000244140625,1839.5,1829.300048828125,1853.5999755859375,1849.5999755859375,1849.5428815569196,1874.300005231585,1869.2433268229167,13.463760340084216,40.73090347510188,11.7000732421875,0.631208102950531,-41.5999755859375,-2.181549900536606,0.0,15.642839704241071,20.74000244140625
2021-01-22,1855.699951171875,1855.699951171875,1855.699951171875,1852.699951171875,1854.9000244140625,8,1855.2999877929688,1854.7499694824219,3.0,0.16173378405920605,4,1,1,22,3,1865.300048828125,1865.9000244140625,1839.5,1850.300048828125,1842.9000244140625,1851.3714425223213,1871.6285749162946,1868.739990234375,13.279141311125244,40.629371754701104,5.39990234375,0.29183928018431343,-56.60009765625,-2.9597916755236744,1.0,13.171421595982142,20.373335774739584
2021-01-25,1854.9000244140625,1854.9000244140625,1864.699951171875,1851.800048828125,1864.699951171875,26,1859.7999877929688,1859.0249938964844,12.89990234375,0.6917950706033443,0,1,1,25,4,1855.699951171875,1865.300048828125,1865.9000244140625,1829.300048828125,1853.5999755859375,1851.557163783482,1865.2142944335938,1869.416658528646,13.324517799956592,34.88895846476879,25.5999755859375,1.399441037698392,20.800048828125,1.134073883921188,0.2403100041636701,14.299979073660714,19.466666666666665
2021-01-26,1850.699951171875,1850.699951171875,1855.800048828125,1850.699951171875,1855.800048828125,59,1853.25,1853.25,5.10009765625,0.274819351334242,1,1,1,26,4,1854.9000244140625,1855.699951171875,1865.300048828125,1839.5,1850.300048828125,1851.614292689732,1857.9285801478795,1869.9866577148437,13.319085786163967,24.239027119471963,11.199951171875,0.6088584491369937,1.0999755859375,0.05947099915964463,0.0,13.028564453125,18.93333740234375
2021-01-28,1837.9000244140625,1837.9000244140625,1862.9000244140625,1831.5,1843.4000244140625,27283,1840.6500244140625,1843.9250183105469,31.4000244140625,1.703375501692489,3,1,1,28,4,1844.9000244140625,1850.699951171875,1854.9000244140625,1865.300048828125,1839.5,1853.614292689732,1848.1857212611608,1870.4633260091146,10.205139745916346,10.832276639030228,-27.4000244140625,-1.4689338817782462,-15.699951171875,-0.8469978085164854,0.20382227509339926,11.0428466796875,18.98333740234375
2021-01-29,1847.300048828125,1847.300048828125,1876.0,1838.699951171875,1842.0,1634,1844.6500244140625,1851.0,37.300048828125,2.0249755064128667,4,1,1,29,4,1837.9000244140625,1844.9000244140625,1850.699951171875,1855.699951171875,1865.9000244140625,1850.9571533203125,1849.1285836356026,1870.2966593424478,8.79750918862923,10.058777855989463,-8.39990234375,-0.452654123229645,-3.0,-0.1621358655802895,0.23056531898599958,13.200003487723214,19.546671549479168
2021-02-01,1860.800048828125,1860.800048828125,1871.9000244140625,1850.0,1866.5999755859375,1494,1863.7000122070312,1862.3250122070312,21.9000244140625,1.173257511009446,0,2,1,1,5,1847.300048828125,1837.9000244140625,1844.9000244140625,1854.9000244140625,1865.300048828125,1850.3142961774554,1849.9285888671875,1870.4533284505208,7.666464752749783,10.533346051802882,5.9000244140625,0.3180777581760093,31.5,1.7219701065541073,0.49315236476129426,15.94287109375,19.803340657552084
2021-02-02,1830.5,1830.5,1861.300048828125,1827.5999755859375,1859.5999755859375,1293,1845.0499877929688,1844.75,33.7000732421875,1.8122216436128429,1,2,1,2,5,1860.800048828125,1847.300048828125,1837.9000244140625,1850.699951171875,1855.699951171875,1846.7143031529017,1849.0428728376116,1868.563330078125,10.210529660454391,11.633685752090795,-20.199951171875,-1.0914762903129847,-9.0,-0.4892633867898886,0.08605394988970229,20.328595842633927,20.193343098958334
2021-02-03,1832.199951171875,1832.199951171875,1842.4000244140625,1829.800048828125,1834.800048828125,1195,1833.5,1834.8000183105469,12.5999755859375,0.6867219997069993,2,2,1,3,5,1830.5,1860.800048828125,1847.300048828125,1844.9000244140625,1854.9000244140625,1843.471435546875,1847.5142996651787,1866.7799967447916,10.767052710114667,12.371367985702944,-12.7000732421875,-0.6883881551370798,-33.7000732421875,-1.8061028351596775,0.19046880903709587,20.285749162946427,20.373343912760415
2021-02-04,1788.9000244140625,1788.9000244140625,1832.199951171875,1782.800048828125,1832.199951171875,2375,1810.5499877929688,1809.0249938964844,49.39990234375,2.696206945762324,3,2,1,4,5,1832.199951171875,1830.5,1860.800048828125,1837.9000244140625,1850.699951171875,1834.6428745814733,1843.1285836356026,1863.769999186198,22.64125879238041,19.900230940707427,-49.0,-2.6660862587246332,-76.4000244140625,-4.09585709613104,0.12348153126884186,26.614292689732142,20.72333984375
2021-02-05,1810.9000244140625,1810.9000244140625,1813.5,1790.9000244140625,1794.300048828125,1278,1802.6000366210938,1802.4000244140625,22.5999755859375,1.2595427169885975,4,2,1,5,5,1788.9000244140625,1832.199951171875,1830.5,1847.300048828125,1844.9000244140625,1829.7857317243304,1841.8142961774554,1861.9133341471354,23.696450340583247,21.432395003597545,-36.4000244140625,-1.9704446192784788,-44.7999267578125,-2.414179443693003,0.8849567082030259,29.842860630580358,20.77000732421875
